date,values,realtime_start,realtime_end,state,id,title,frequency_short,units_short,seasonal_adjustment_short
2009-01-01,56215.1,2023-01-21,2023-01-21,Alaska,AKRGSP,Real Gross Domestic Product: All Industry Total in Alaska,A,Mil. of Chn. 2012 $,NSA
2010-01-01,54601.5,2023-01-21,2023-01-21,Alaska,AKRGSP,Real Gross Domestic Product: All Industry Total in Alaska,A,Mil. of Chn. 2012 $,NSA
2011-01-01,55280.3,2023-01-21,2023-01-21,Alaska,AKRGSP,Real Gross Domestic Product: All Industry Total in Alaska,A,Mil. of Chn. 2012 $,NSA
2012-01-01,58283.6,2023-01-21,2023-01-21,Alaska,AKRGSP,Real Gross Domestic Product: All Industry Total in Alaska,A,Mil. of Chn. 2012 $,NSA
2013-01-01,55354.3,2023-01-21,2023-01-21,Alaska,AKRGSP,Real Gross Domestic Product: All Industry Total in Alaska,A,Mil. of Chn. 2012 $,NSA
2014-01-01,54188.2,2023-01-21,2023-01-21,Alaska,AKRGSP,Real Gross Domestic Product: All Industry Total in Alaska,A,Mil. of Chn. 2012 $,NSA
2015-01-01,54740.8,2023-01-21,2023-01-21,Alaska,AKRGSP,Real Gross Domestic Product: All Industry Total in Alaska,A,Mil. of Chn. 2012 $,NSA
2016-01-01,54246.6,2023-01-21,2023-01-21,Alaska,AKRGSP,Real Gross Domestic Product: All Industry Total in Alaska,A,Mil. of Chn. 2012 $,NSA
2017-01-01,54278.7,2023-01-21,2023-01-21,Alaska,AKRGSP,Real Gross Domestic Product: All Industry Total in Alaska,A,Mil. of Chn. 2012 $,NSA
2018-01-01,53327.0,2023-01-21,2023-01-21,Alaska,AKRGSP,Real Gross Domestic Product: All Industry Total in Alaska,A,Mil. of Chn. 2012 $,NSA
2019-01-01,53433.8,2023-01-21,2023-01-21,Alaska,AKRGSP,Real Gross Domestic Product: All Industry Total in Alaska,A,Mil. of Chn. 2012 $,NSA
2020-01-01,50705.2,2023-01-21,2023-01-21,Alaska,AKRGSP,Real Gross Domestic Product: All Industry Total in Alaska,A,Mil. of Chn. 2012 $,NSA
2021-01-01,50869.4,2023-01-21,2023-01-21,Alaska,AKRGSP,Real Gross Domestic Product: All Industry Total in Alaska,A,Mil. of Chn. 2012 $,NSA
1997-01-01,144501.2,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
1998-01-01,149568.2,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
1999-01-01,154900.2,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2000-01-01,157221.3,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2001-01-01,156853.2,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2002-01-01,160422.4,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2003-01-01,165134.7,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2004-01-01,176625.0,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2005-01-01,184369.5,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2006-01-01,187270.8,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2007-01-01,189002.5,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2008-01-01,186946.7,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2009-01-01,180707.2,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2010-01-01,184702.4,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2011-01-01,187605.8,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2012-01-01,189245.5,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2013-01-01,191369.8,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2014-01-01,189886.3,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2015-01-01,191335.2,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2016-01-01,194283.8,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2017-01-01,196974.9,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2018-01-01,200372.6,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2019-01-01,203432.7,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2020-01-01,199880.8,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
2021-01-01,209979.3,2023-01-21,2023-01-21,Alabama,ALRGSP,Real Gross Domestic Product: All Industry Total in Alabama,A,Mil. of Chn. 2012 $,NSA
1997-01-01,82571.3,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
1998-01-01,84570.8,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
1999-01-01,89115.2,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2000-01-01,89871.7,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2001-01-01,89789.0,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2002-01-01,92950.5,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2003-01-01,96944.5,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2004-01-01,101733.6,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2005-01-01,105980.0,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2006-01-01,108460.6,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2007-01-01,107606.1,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2008-01-01,106536.5,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2009-01-01,102996.6,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2010-01-01,105662.0,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2011-01-01,107932.5,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2012-01-01,108492.1,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2013-01-01,110752.4,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2014-01-01,111734.5,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2015-01-01,112351.0,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2016-01-01,112798.1,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2017-01-01,113850.2,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2018-01-01,115885.2,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2019-01-01,117126.2,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2020-01-01,117268.2,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
2021-01-01,123347.3,2023-01-21,2023-01-21,Arkansas,ARRGSP,Real Gross Domestic Product: All Industry Total in Arkansas,A,Mil. of Chn. 2012 $,NSA
1997-01-01,168408.8,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
1998-01-01,183060.5,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
1999-01-01,198699.9,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2000-01-01,208439.5,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2001-01-01,213166.2,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2002-01-01,220696.7,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2003-01-01,234065.9,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2004-01-01,244317.3,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2005-01-01,262326.0,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2006-01-01,274179.4,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2007-01-01,283250.7,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2008-01-01,280810.1,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2009-01-01,257498.5,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2010-01-01,260307.1,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2011-01-01,266101.5,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2012-01-01,271440.0,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2013-01-01,273481.9,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2014-01-01,276948.9,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2015-01-01,282577.0,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2016-01-01,291275.2,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2017-01-01,303606.1,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2018-01-01,314827.5,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2019-01-01,325395.3,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2020-01-01,327178.0,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
2021-01-01,347656.0,2023-01-21,2023-01-21,Arizona,AZRGSP,Real Gross Domestic Product: All Industry Total in Arizona,A,Mil. of Chn. 2012 $,NSA
1997-01-01,1378276.5,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
1998-01-01,1468730.8,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
1999-01-01,1574305.9,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2000-01-01,1696172.4,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2001-01-01,1692324.1,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2002-01-01,1722522.4,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2003-01-01,1789998.5,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2004-01-01,1850904.5,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2005-01-01,1926842.1,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2006-01-01,2002437.4,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2007-01-01,2041192.2,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2008-01-01,2061638.8,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2009-01-01,1995439.7,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2010-01-01,2036015.0,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2011-01-01,2063827.5,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2012-01-01,2113096.4,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2013-01-01,2179229.0,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2014-01-01,2256054.7,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2015-01-01,2357452.9,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2016-01-01,2427894.6,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2017-01-01,2538204.0,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2018-01-01,2644061.2,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2019-01-01,2729225.8,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2020-01-01,2667220.9,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
2021-01-01,2874730.8,2023-01-21,2023-01-21,California,CARGSP,Real Gross Domestic Product: All Industry Total in California,A,Mil. of Chn. 2012 $,NSA
1997-01-01,184185.3,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
1998-01-01,200679.7,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
1999-01-01,215294.6,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2000-01-01,231589.8,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2001-01-01,234979.4,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2002-01-01,235417.3,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2003-01-01,237782.3,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2004-01-01,240747.6,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2005-01-01,251558.4,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2006-01-01,257430.2,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2007-01-01,266887.5,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2008-01-01,270981.4,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2009-01-01,264966.3,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2010-01-01,267858.9,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2011-01-01,271700.6,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2012-01-01,276823.1,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2013-01-01,286259.1,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2014-01-01,298655.3,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2015-01-01,312409.7,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2016-01-01,318953.4,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2017-01-01,329913.3,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2018-01-01,342733.2,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2019-01-01,358438.5,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2020-01-01,353345.2,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
2021-01-01,373763.3,2023-01-21,2023-01-21,Colorado,CORGSP,Real Gross Domestic Product: All Industry Total in Colorado,A,Mil. of Chn. 2012 $,NSA
1997-01-01,190518.9,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
1998-01-01,196391.1,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
1999-01-01,202351.7,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2000-01-01,216157.6,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2001-01-01,218135.3,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2002-01-01,216677.7,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2003-01-01,219186.0,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2004-01-01,233426.5,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2005-01-01,238549.5,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2006-01-01,248233.8,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2007-01-01,257953.0,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2008-01-01,257756.0,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2009-01-01,244894.7,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2010-01-01,244354.7,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2011-01-01,238542.4,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2012-01-01,240911.9,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2013-01-01,236050.6,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
2014-01-01,235780.9,2023-01-21,2023-01-21,Connecticut,CTRGSP,Real Gross Domestic Product: All Industry Total in Connecticut,A,Mil. of Chn. 2012 $,NSA
