date,values,realtime_start,realtime_end,state,id,title,frequency_short,units_short,seasonal_adjustment_short
2008-11-01,20.45,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2008-12-01,19.82,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2009-01-01,20.16,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2009-02-01,20.42,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2009-03-01,20.84,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2009-04-01,20.38,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2009-05-01,20.02,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2009-06-01,19.64,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2009-07-01,20.03,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2009-08-01,21.12,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2009-09-01,20.64,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2009-10-01,21.29,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2009-11-01,20.99,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2009-12-01,20.83,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2010-01-01,20.58,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2010-02-01,20.87,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2010-03-01,21.04,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2010-04-01,21.18,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2010-05-01,21.31,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2010-06-01,20.53,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2010-07-01,20.04,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2010-08-01,20.79,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2010-09-01,21.17,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2010-10-01,21.01,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2010-11-01,20.88,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2010-12-01,19.17,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2011-01-01,20.71,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2011-02-01,20.68,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2011-03-01,20.49,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2011-04-01,20.75,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2011-05-01,20.55,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2011-06-01,19.78,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2011-07-01,20.08,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2011-08-01,19.97,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2011-09-01,20.34,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2011-10-01,20.66,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2011-11-01,20.64,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2011-12-01,20.6,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2012-01-01,20.81,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2012-02-01,20.6,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2012-03-01,20.5,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2012-04-01,20.73,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2012-05-01,20.3,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2012-06-01,19.94,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2012-07-01,20.17,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2012-08-01,20.11,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2012-09-01,20.66,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2012-10-01,20.95,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2012-11-01,21.0,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2012-12-01,21.06,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2013-01-01,21.16,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2013-02-01,20.91,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2013-03-01,21.59,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2013-04-01,21.45,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2013-05-01,20.75,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2013-06-01,20.5,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2013-07-01,20.77,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2013-08-01,21.0,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2013-09-01,21.58,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2013-10-01,21.93,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2013-11-01,21.86,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2013-12-01,22.32,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2014-01-01,22.15,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2014-02-01,22.34,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2014-03-01,22.67,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2014-04-01,22.52,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2014-05-01,21.93,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2014-06-01,21.55,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2014-07-01,21.76,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2014-08-01,22.0,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2014-09-01,22.41,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2014-10-01,22.85,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2014-11-01,22.81,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2014-12-01,22.93,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2015-01-01,23.19,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2015-02-01,22.97,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2015-03-01,23.27,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2015-04-01,22.85,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2015-05-01,22.63,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2015-06-01,22.26,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2015-07-01,22.51,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2015-08-01,22.64,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2015-09-01,22.6,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2015-10-01,23.41,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2015-11-01,23.16,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2015-12-01,23.42,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2016-01-01,23.44,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2016-02-01,22.9,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2016-03-01,23.79,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2016-04-01,23.53,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2016-05-01,22.98,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2016-06-01,22.53,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2016-07-01,22.59,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2016-08-01,22.56,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2016-09-01,23.56,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2016-10-01,23.81,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2016-11-01,23.74,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2016-12-01,24.13,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2017-01-01,24.06,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2017-02-01,23.63,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2017-03-01,23.94,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2017-04-01,23.99,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2017-05-01,23.31,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2017-06-01,23.28,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2017-07-01,23.52,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2017-08-01,23.54,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2017-09-01,24.0,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2017-10-01,24.36,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2017-11-01,24.12,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2017-12-01,24.57,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2018-01-01,24.1,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2018-02-01,23.97,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2018-03-01,24.5,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2018-04-01,24.74,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2018-05-01,24.25,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2018-06-01,24.1,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2018-07-01,24.16,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2018-08-01,24.44,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2018-09-01,25.37,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2018-10-01,26.06,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2018-11-01,25.63,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2018-12-01,25.75,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2019-01-01,25.61,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2019-02-01,25.48,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2019-03-01,25.71,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2019-04-01,25.59,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2019-05-01,25.08,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2019-06-01,25.04,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2019-07-01,24.83,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2019-08-01,25.62,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2019-09-01,26.45,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2019-10-01,27.4,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2019-11-01,26.42,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
2019-12-01,27.43,2023-01-21,2023-01-21,Alaska,SMU02000004000000003,Average Hourly Earnings of All Employees: Trade_Transportation_and Utilities in Alaska,M,$ per Hour,NSA
