realtime_start,realtime_end,date,value,id,title,state,frequency_short,units_short,"seasonal_adjustment_short"
2023-01-20,2023-01-20,2009-08-01,20.68,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2009-09-01,20.76,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2009-10-01,20.79,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2009-11-01,20.72,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2009-12-01,20.76,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2010-01-01,20.83,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2010-02-01,20.97,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2010-03-01,20.9,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2010-04-01,20.84,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2010-05-01,20.75,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2010-06-01,20.63,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2010-07-01,20.75,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2010-08-01,20.68,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2010-09-01,20.63,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2010-10-01,20.64,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2010-11-01,20.89,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2010-12-01,20.73,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2011-01-01,20.57,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2011-02-01,20.54,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2011-03-01,20.76,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2011-04-01,21.23,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2011-05-01,21.53,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2011-06-01,21.19,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2011-07-01,20.98,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2011-08-01,20.95,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2011-09-01,21.12,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2011-10-01,21.54,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2011-11-01,20.59,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2011-12-01,20.58,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2012-01-01,21.2,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2012-02-01,21.03,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2012-03-01,21.12,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2012-04-01,21.36,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2012-05-01,21.51,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2012-06-01,21.21,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2012-07-01,21.21,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2012-08-01,20.62,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2012-09-01,20.95,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2012-10-01,20.93,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2012-11-01,20.94,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2012-12-01,21.41,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2013-01-01,21.03,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2013-02-01,21.32,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2013-03-01,21.57,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2013-04-01,21.49,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2013-05-01,21.66,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2013-06-01,21.47,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2013-07-01,21.47,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2013-08-01,21.51,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2013-09-01,21.78,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2013-10-01,21.04,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2013-11-01,20.85,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2013-12-01,21.33,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2014-01-01,21.01,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2014-02-01,21.57,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2014-03-01,22.02,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2014-04-01,21.74,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2014-05-01,22.16,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2014-06-01,22.1,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2014-07-01,21.89,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2014-08-01,21.77,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2014-09-01,21.86,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2014-10-01,21.89,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2014-11-01,21.92,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2014-12-01,21.59,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2015-01-01,21.67,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2015-02-01,22.12,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2015-03-01,22.14,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2015-04-01,22.45,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2015-05-01,22.23,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2015-06-01,22.89,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2015-07-01,23.0,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2015-08-01,22.65,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2015-09-01,23.08,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2015-10-01,23.59,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2015-11-01,23.64,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2015-12-01,24.14,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2016-01-01,24.04,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2016-02-01,23.63,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2016-03-01,24.27,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2016-04-01,25.21,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2016-05-01,25.62,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2016-06-01,24.84,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2016-07-01,25.19,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2016-08-01,24.93,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2016-09-01,25.52,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2016-10-01,26.36,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2016-11-01,25.87,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2016-12-01,25.86,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2017-01-01,26.52,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2017-02-01,25.92,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2017-03-01,25.27,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2017-04-01,25.8,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2017-05-01,25.51,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2017-06-01,25.01,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2017-07-01,25.4,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2017-08-01,25.53,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2017-09-01,25.84,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2017-10-01,25.93,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2017-11-01,25.5,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2017-12-01,25.77,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2018-01-01,26.01,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2018-02-01,26.12,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2018-03-01,26.55,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2018-04-01,27.22,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2018-05-01,27.31,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2018-06-01,26.89,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2018-07-01,27.6,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2018-08-01,27.32,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2018-09-01,28.16,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2018-10-01,27.59,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2018-11-01,27.66,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2018-12-01,27.77,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2019-01-01,27.19,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2019-02-01,27.18,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2019-03-01,26.91,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2019-04-01,27.22,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2019-05-01,27.49,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2019-06-01,27.97,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2019-07-01,27.71,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2019-08-01,28.52,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2019-09-01,29.23,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2019-10-01,29.24,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2019-11-01,29.39,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2019-12-01,30.07,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2020-01-01,29.9,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2020-02-01,30.13,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2020-03-01,29.56,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2020-04-01,30.98,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2020-05-01,30.89,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2020-06-01,31.52,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2020-07-01,31.47,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2020-08-01,31.93,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2020-09-01,32.03,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2020-10-01,32.36,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
2023-01-20,2023-01-20,2020-11-01,33.43,SMU01000005500000003,"Average Hourly Earnings of All Employees: Financial Activities in Alabama",Alabama,M,"$ per Hour",NSA
