realtime_start,realtime_end,date,value,id,title,state,frequency_short,units_short,"seasonal_adjustment_short"
2023-01-20,2023-01-20,2004-01-01,10.0,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2005-01-01,10.8,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2006-01-01,10.9,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2007-01-01,9.8,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2008-01-01,9.2,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2009-01-01,9.1,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2010-01-01,11.0,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2011-01-01,10.8,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2012-01-01,10.8,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2013-01-01,10.1,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2014-01-01,11.4,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2015-01-01,10.4,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2016-01-01,9.9,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2017-01-01,11.0,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2018-01-01,11.1,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2019-01-01,10.2,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2020-01-01,9.6,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,2021-01-01,10.8,PPAAAK02000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alaska",Alaska,A,"%",NSA
2023-01-20,2023-01-20,1989-01-01,17.7,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,1990-01-01,,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,1991-01-01,,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,1992-01-01,,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,1993-01-01,18.8,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,1994-01-01,,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,1995-01-01,17.6,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,1996-01-01,16.7,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,1997-01-01,16.2,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,1998-01-01,15.7,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,1999-01-01,15.3,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2000-01-01,14.6,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2001-01-01,15.7,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2002-01-01,15.4,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2003-01-01,15.3,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2004-01-01,16.1,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2005-01-01,16.9,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2006-01-01,16.6,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2007-01-01,16.6,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2008-01-01,15.9,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2009-01-01,17.5,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2010-01-01,18.9,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2011-01-01,19.1,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2012-01-01,19.0,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2013-01-01,18.9,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2014-01-01,19.2,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2015-01-01,18.5,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2016-01-01,17.2,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2017-01-01,16.9,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2018-01-01,16.8,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2019-01-01,15.6,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2020-01-01,14.9,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,2021-01-01,16.3,PPAAAL01000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Alabama",Alabama,A,"%",NSA
2023-01-20,2023-01-20,1989-01-01,17.9,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,1990-01-01,,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,1991-01-01,,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,1992-01-01,,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,1993-01-01,18.9,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,1994-01-01,,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,1995-01-01,18.2,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,1996-01-01,17.6,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,1997-01-01,17.5,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,1998-01-01,16.4,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,1999-01-01,15.1,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2000-01-01,15.0,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2001-01-01,15.9,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2002-01-01,16.3,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2003-01-01,16.0,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2004-01-01,15.6,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2005-01-01,17.2,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2006-01-01,17.3,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2007-01-01,17.6,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2008-01-01,17.3,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2009-01-01,18.5,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2010-01-01,18.7,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2011-01-01,19.3,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2012-01-01,19.6,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2013-01-01,19.4,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2014-01-01,18.7,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2015-01-01,18.7,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2016-01-01,17.2,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2017-01-01,16.3,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2018-01-01,16.8,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2019-01-01,16.0,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2020-01-01,15.2,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,2021-01-01,16.0,PPAAAR05000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arkansas",Arkansas,A,"%",NSA
2023-01-20,2023-01-20,1989-01-01,14.7,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,1990-01-01,,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,1991-01-01,,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,1992-01-01,,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,1993-01-01,18.5,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,1994-01-01,,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,1995-01-01,16.3,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,1996-01-01,16.3,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,1997-01-01,15.5,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,1998-01-01,14.9,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,1999-01-01,12.8,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2000-01-01,12.5,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2001-01-01,13.2,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2002-01-01,13.6,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2003-01-01,13.9,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2004-01-01,14.6,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2005-01-01,14.4,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2006-01-01,14.2,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2007-01-01,14.1,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2008-01-01,14.7,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2009-01-01,16.5,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2010-01-01,17.6,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2011-01-01,19.0,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2012-01-01,18.7,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2013-01-01,18.6,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2014-01-01,18.2,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2015-01-01,17.4,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2016-01-01,16.4,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2017-01-01,14.9,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2018-01-01,14.1,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2019-01-01,13.5,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2020-01-01,12.8,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,2021-01-01,12.9,PPAAAZ04000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Arizona",Arizona,A,"%",NSA
2023-01-20,2023-01-20,1989-01-01,12.7,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,1990-01-01,,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,1991-01-01,,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,1992-01-01,,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,1993-01-01,17.4,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,1994-01-01,,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,1995-01-01,16.5,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,1996-01-01,16.7,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,1997-01-01,16.0,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,1998-01-01,14.9,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,1999-01-01,13.7,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2000-01-01,12.7,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2001-01-01,12.9,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2002-01-01,13.3,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2003-01-01,13.7,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2004-01-01,13.2,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2005-01-01,13.3,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2006-01-01,13.1,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2007-01-01,12.4,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2008-01-01,13.3,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2009-01-01,14.2,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2010-01-01,15.8,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2011-01-01,16.6,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2012-01-01,17.0,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2013-01-01,16.8,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2014-01-01,16.4,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2015-01-01,15.4,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2016-01-01,14.4,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2017-01-01,13.3,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2018-01-01,12.8,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2019-01-01,11.8,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2020-01-01,11.5,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,2021-01-01,12.3,PPAACA06000A156NCEN,"Estimated Percent of People of All Ages in Poverty for California",California,A,"%",NSA
2023-01-20,2023-01-20,1989-01-01,11.7,PPAACO08000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Colorado",Colorado,A,"%",NSA
2023-01-20,2023-01-20,1990-01-01,,PPAACO08000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Colorado",Colorado,A,"%",NSA
2023-01-20,2023-01-20,1991-01-01,,PPAACO08000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Colorado",Colorado,A,"%",NSA
2023-01-20,2023-01-20,1992-01-01,,PPAACO08000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Colorado",Colorado,A,"%",NSA
2023-01-20,2023-01-20,1993-01-01,11.7,PPAACO08000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Colorado",Colorado,A,"%",NSA
2023-01-20,2023-01-20,1994-01-01,,PPAACO08000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Colorado",Colorado,A,"%",NSA
2023-01-20,2023-01-20,1995-01-01,10.4,PPAACO08000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Colorado",Colorado,A,"%",NSA
2023-01-20,2023-01-20,1996-01-01,10.5,PPAACO08000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Colorado",Colorado,A,"%",NSA
2023-01-20,2023-01-20,1997-01-01,10.2,PPAACO08000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Colorado",Colorado,A,"%",NSA
2023-01-20,2023-01-20,1998-01-01,9.9,PPAACO08000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Colorado",Colorado,A,"%",NSA
2023-01-20,2023-01-20,1999-01-01,8.9,PPAACO08000A156NCEN,"Estimated Percent of People of All Ages in Poverty for Colorado",Colorado,A,"%",NSA
